Gene	rsID	Chr	Position	Type	Function
RARA	rs2544348356	17	17:40357628	snv	3_prime_UTR_variant
RARA	rs2544348319	17	17:40357617	snv	3_prime_UTR_variant
RASA1	rs2531410773	5	5:87391915	snv	3_prime_UTR_variant,non_coding_transcript_variant,intron_variant,genic_downstream_transcript_variant
RASA1	rs2531410458	5	5:87391877	delins	3_prime_UTR_variant,non_coding_transcript_variant,intron_variant,genic_downstream_transcript_variant
RB1	rs2550454832	13	13:48411970	del	frameshift_variant,intron_variant,coding_sequence_variant
RB1	rs2542389670	13	13:48481854	snv	3_prime_UTR_variant
RBM10	rs2521271316	X	X:47186812	snv	3_prime_UTR_variant
RBM10	rs2521271243	X	X:47186811	snv	3_prime_UTR_variant
RECQL	rs2540437283	12	12:21501617	snv	upstream_transcript_variant,5_prime_UTR_variant,2KB_upstream_variant
RECQL	rs2540437274	12	12:21501616	snv	upstream_transcript_variant,5_prime_UTR_variant,2KB_upstream_variant
RECQL4	rs2538136825	8	8:144517832	snv	5_prime_UTR_variant,2KB_upstream_variant,genic_upstream_transcript_variant,upstream_transcript_variant
RECQL4	rs2538136140	8	8:144517807	snv	5_prime_UTR_variant,2KB_upstream_variant,genic_upstream_transcript_variant,upstream_transcript_variant
REL	rs2523807433	2	2:60920591	snv	coding_sequence_variant,missense_variant,intron_variant
REL	rs2521125838	2	2:60923057	del	3_prime_UTR_variant
RELA	rs2496880632	11	11:65663847	delins	upstream_transcript_variant,2KB_upstream_variant,intron_variant,genic_upstream_transcript_variant
RELA	rs2496880622	11	11:65663846	snv	upstream_transcript_variant,2KB_upstream_variant,intron_variant,genic_upstream_transcript_variant
RET	rs2538680267	10	10:43130317	delins	genic_downstream_transcript_variant,3_prime_UTR_variant
RET	rs2538680171	10	10:43130302	snv	genic_downstream_transcript_variant,3_prime_UTR_variant
RHOA	rs2528978785	3	3:49382559	delins	intron_variant
RHOA	rs2471134574	3	3:49411950	delins	upstream_transcript_variant,2KB_upstream_variant,5_prime_UTR_variant
RICTOR	rs2546924464	5	5:39074395	snv	5_prime_UTR_variant,genic_upstream_transcript_variant
RICTOR	rs2546924441	5	5:39074389	snv	5_prime_UTR_variant,genic_upstream_transcript_variant
RINT1	rs2485208307	7	7:105567660	delins	non_coding_transcript_variant,intron_variant,3_prime_UTR_variant
RINT1	rs2485208270	7	7:105567656	snv	non_coding_transcript_variant,intron_variant,3_prime_UTR_variant
RIT1	rs2536766378	14	14:99172618	snv	3_prime_UTR_variant
RIT1	rs2503974725	14	14:99272193	snv	5_prime_UTR_variant,genic_upstream_transcript_variant
RNF43	rs2548243133	17	17:58360071	snv	intron_variant
RNF43	rs2541884407	17	17:58363231	del	intron_variant
ROS1	rs2535064940	6	6:117425932	snv	5_prime_UTR_variant
ROS1	rs2535064861	6	6:117425929	snv	5_prime_UTR_variant
RPS15	rs2512438195	19	19:1440493	snv	3_prime_UTR_variant
RPS15	rs2512438161	19	19:1440470	snv	3_prime_UTR_variant
RPS20	rs2486987831	8	8:56074499	snv	5_prime_UTR_variant,2KB_upstream_variant,upstream_transcript_variant
RPS20	rs2486987822	8	8:56074496	snv	5_prime_UTR_variant,2KB_upstream_variant,upstream_transcript_variant
RPS6KA3	rs2536284112	X	X:20234833	del	intron_variant,genic_upstream_transcript_variant
RPS6KA3	rs2535012585	X	X:20234882	del	intron_variant,genic_upstream_transcript_variant
RPTOR	rs2541663990	17	17:80949257	delins	intron_variant
RPTOR	rs2534734677	17	17:80930317	del	intron_variant
RRAGC	rs2544859420	1	1:38859769	del	5_prime_UTR_variant
RRAGC	rs2544859418	1	1:38859769	snv	5_prime_UTR_variant
RSPO2	rs2537421955	8	8:108045895	snv	intron_variant
RSPO2	rs2537421748	8	8:108045799	snv	intron_variant
RSPO3	rs2482828757	6	6:127126133	snv	intron_variant
RSPO3	rs2482828491	6	6:127126063	ins	intron_variant
RUNX1	rs2547148326	21	21:34849442	del	intron_variant,genic_downstream_transcript_variant
RUNX1	rs2537382724	21	21:34908475	del	intron_variant,genic_upstream_transcript_variant
RUNX1T1	rs2538017675	8	8:92103333	snv	5_prime_UTR_variant,genic_upstream_transcript_variant
RUNX1T1	rs2538017665	8	8:92103331	snv	5_prime_UTR_variant,genic_upstream_transcript_variant
SAMD9	rs2535384373	7	7:93117888	snv	5_prime_UTR_variant
SAMD9	rs2535384296	7	7:93117785	delins	intron_variant
SAMD9L	rs2535484467	7	7:93148373	snv	5_prime_UTR_variant
SAMD9L	rs2535484269	7	7:93148298	snv	5_prime_UTR_variant
SBDS	rs2536933197	7	7:66995585	delins	upstream_transcript_variant,5_prime_UTR_variant,2KB_upstream_variant
SBDS	rs2536933191	7	7:66995584	snv	upstream_transcript_variant,5_prime_UTR_variant,2KB_upstream_variant
SDHA	rs2477539531	5	5:268687	snv	non_coding_transcript_variant,genic_downstream_transcript_variant
SDHA	rs2477539523	5	5:268676	snv	non_coding_transcript_variant,genic_downstream_transcript_variant
SDHB	rs2525083379	1	1:17054031	snv	5_prime_UTR_variant
SDHB	rs2525083360	1	1:17054026	snv	5_prime_UTR_variant
SDHC	rs2526579814	1	1:161363187	snv	3_prime_UTR_variant,non_coding_transcript_variant
SDHC	rs2526579678	1	1:161363171	snv	3_prime_UTR_variant,non_coding_transcript_variant
SDHD	rs2498919540	11	11:112095754	snv	non_coding_transcript_variant,3_prime_UTR_variant
SDHD	rs2498919528	11	11:112095747	delins	non_coding_transcript_variant,3_prime_UTR_variant
SETBP1	rs2538267366	18	18:44904251	del	intron_variant,genic_downstream_transcript_variant
SETBP1	rs2536271013	18	18:44989985	del	intron_variant,genic_downstream_transcript_variant
SETD2	rs2545709713	3	3:47164728	snv	genic_upstream_transcript_variant,intron_variant,upstream_transcript_variant
SETD2	rs2545709461	3	3:47164599	snv	genic_upstream_transcript_variant,splice_donor_variant,intron_variant,upstream_transcript_variant
SF1	rs2538692475	9	9:124507306	delins	5_prime_UTR_variant
SF1	rs2538692473	9	9:124507305	snv	5_prime_UTR_variant
SF3A1	rs2538082795	22	22:30340626	snv	intron_variant
SF3A1	rs2531582856	22	22:30340472	delins	intron_variant
SF3B1	rs2470032821	2	2:197435089	snv	genic_upstream_transcript_variant,upstream_transcript_variant,5_prime_UTR_variant
SF3B1	rs2470032797	2	2:197435081	snv	genic_upstream_transcript_variant,upstream_transcript_variant,5_prime_UTR_variant
SGK1	rs2482655864	6	6:134318102	snv	5_prime_UTR_variant,genic_upstream_transcript_variant
SGK1	rs2482655384	6	6:134317921	snv	5_prime_UTR_variant,genic_upstream_transcript_variant
SH2B3	rs2500264060	12	12:111451616	delins	3_prime_UTR_variant,genic_downstream_transcript_variant
SH2B3	rs2500263877	12	12:111451600	snv	3_prime_UTR_variant,genic_downstream_transcript_variant
SIX1	rs2502646056	14	14:60649474	snv	5_prime_UTR_variant
SIX1	rs2502646042	14	14:60649465	snv	5_prime_UTR_variant
SIX2	rs2466634379	2	2:45009448	snv	5_prime_UTR_variant
SIX2	rs2466634349	2	2:45009438	delins	5_prime_UTR_variant
SLIT2	rs2546697339	4	4:20620556	snv	3_prime_UTR_variant
SLIT2	rs2546697325	4	4:20620546	snv	3_prime_UTR_variant
SLX4	rs2548228293	16	16:3611567	snv	genic_upstream_transcript_variant,2KB_upstream_variant,non_coding_transcript_variant,5_prime_UTR_variant,upstream_transcript_variant
SLX4	rs2548228107	16	16:3611441	snv	intron_variant,genic_upstream_transcript_variant,2KB_upstream_variant,5_prime_UTR_variant,upstream_transcript_variant
SMAD2	rs2536384494	18	18:47908669	snv	intron_variant
SMAD2	rs2530627571	18	18:47863898	delins	3_prime_UTR_variant,intron_variant
SMAD3	rs2545815329	15	15:67080559	snv	genic_upstream_transcript_variant,intron_variant
SMAD3	rs2505346013	15	15:67195136	snv	3_prime_UTR_variant
SMAD4	rs2511395736	18	18:51085001	snv	3_prime_UTR_variant
SMAD4	rs2511395724	18	18:51084985	snv	3_prime_UTR_variant
SMARCA4	rs2546345170	19	19:11059922	del	intron_variant
SMARCA4	rs2544224306	19	19:11039348	delins	intron_variant
SMARCB1	rs2534710138	22	22:23835324	del	intron_variant,3_prime_UTR_variant
SMARCB1	rs2530597384	22	22:23833178	delins	intron_variant
SMC1A	rs2547603504	X	X:53410909	snv	intron_variant
SMC1A	rs2531597802	X	X:53422153	del	intron_variant,2KB_upstream_variant,upstream_transcript_variant
SMC3	rs2538094842	10	10:110591233	delins	intron_variant
SMC3	rs2493155152	10	10:110606024	snv	3_prime_UTR_variant
SMO	rs2546720041	7	7:129213542	snv	3_prime_UTR_variant
SMO	rs2546720034	7	7:129213534	delins	3_prime_UTR_variant
SNCAIP	rs2537064008	5	5:122464033	snv	3_prime_UTR_variant,genic_downstream_transcript_variant,intron_variant,non_coding_transcript_variant
SNCAIP	rs2537063902	5	5:122464018	snv	3_prime_UTR_variant,genic_downstream_transcript_variant,intron_variant,non_coding_transcript_variant
SOCS1	rs2511260936	16	16:11256154	snv	5_prime_UTR_variant,genic_upstream_transcript_variant,intron_variant
SOCS1	rs2511260929	16	16:11256145	snv	5_prime_UTR_variant,genic_upstream_transcript_variant,intron_variant
SOS1	rs2529164179	2	2:39053793	snv	intron_variant,genic_upstream_transcript_variant
SOS1	rs2529163667	2	2:39053658	snv	intron_variant,genic_upstream_transcript_variant
SOX10	rs2518054323	22	22:37984540	delins	5_prime_UTR_variant,intron_variant,genic_downstream_transcript_variant
SOX10	rs2518054000	22	22:37984307	snv	intron_variant,genic_downstream_transcript_variant
SOX2	rs2473723518	3	3:181714434	snv	3_prime_UTR_variant,intron_variant
SOX2	rs2473723492	3	3:181714394	snv	3_prime_UTR_variant,intron_variant
SOX9	rs2509629274	17	17:72126412	snv	3_prime_UTR_variant
SOX9	rs2509629272	17	17:72126406	snv	3_prime_UTR_variant
SPEN	rs2525008787	1	1:110340743	snv	coding_sequence_variant,2KB_upstream_variant,synonymous_variant,upstream_transcript_variant
SPEN	rs2525008779	1	1:110340739	snv	coding_sequence_variant,2KB_upstream_variant,missense_variant,upstream_transcript_variant
SPOP	rs2552292802	17	17:49618484	delins	intron_variant
SPOP	rs2543998404	17	17:49678159	snv	genic_upstream_transcript_variant,5_prime_UTR_variant,upstream_transcript_variant
SPTA1	rs2526422989	1	1:158640067	snv	intron_variant,genic_downstream_transcript_variant
SPTA1	rs2526422951	1	1:158640063	snv	intron_variant,genic_downstream_transcript_variant
SRC	rs2516515020	20	20:37406034	snv	3_prime_UTR_variant
SRC	rs2516514758	20	20:37406007	snv	3_prime_UTR_variant
SRSF2	rs2509760130	17	17:76737409	snv	5_prime_UTR_variant,intron_variant,genic_upstream_transcript_variant,upstream_transcript_variant,2KB_upstream_variant,non_coding_transcript_variant
SRSF2	rs2509760116	17	17:76737408	snv	5_prime_UTR_variant,intron_variant,genic_upstream_transcript_variant,upstream_transcript_variant,2KB_upstream_variant,non_coding_transcript_variant
SS18	rs2532466504	18	18:26018531	delins	intron_variant
SS18	rs2530188971	18	18:26079939	del	genic_upstream_transcript_variant,intron_variant
SSX1	rs2542745200	X	X:48266824	snv	intron_variant
SSX1	rs2519213361	X	X:48267398	snv	3_prime_UTR_variant
SSX2	rs2519372740	X	X:52703191	delins	intron_variant
SSX2	rs2519372673	X	X:52701273	snv	intron_variant
SSX4	rs2519288413	X	X:48385536	snv	intron_variant
SSX4	rs2519288411	X	X:48385518	snv	intron_variant
STAG2	rs2543692981	X	X:123997861	snv	intron_variant,genic_upstream_transcript_variant
STAG2	rs2542894895	X	X:124102299	snv	3_prime_UTR_variant
STAT3	rs2509840845	17	17:42388435	delins	2KB_upstream_variant,upstream_transcript_variant,5_prime_UTR_variant,genic_upstream_transcript_variant
STAT3	rs2509840823	17	17:42388435	snv	genic_upstream_transcript_variant,5_prime_UTR_variant
STAT4	rs2471023266	2	2:191151593	snv	genic_upstream_transcript_variant,intron_variant,upstream_transcript_variant,5_prime_UTR_variant
STAT4	rs2471023245	2	2:191151588	snv	genic_upstream_transcript_variant,intron_variant,upstream_transcript_variant,5_prime_UTR_variant
STAT5B	rs2508961778	17	17:42288339	snv	genic_upstream_transcript_variant,intron_variant,upstream_transcript_variant,5_prime_UTR_variant
STAT5B	rs2508961130	17	17:42288288	snv	genic_upstream_transcript_variant,intron_variant,upstream_transcript_variant,5_prime_UTR_variant
STAT6	rs2548039998	12	12:57111256	delins	5_prime_UTR_variant,upstream_transcript_variant,non_coding_transcript_variant,genic_upstream_transcript_variant
STAT6	rs2548039974	12	12:57111250	snv	5_prime_UTR_variant,upstream_transcript_variant,non_coding_transcript_variant,genic_upstream_transcript_variant
STK11	rs2548550186	19	19:1223760	delins	intron_variant
STK11	rs2536609138	19	19:1224813	snv	intron_variant
SUFU	rs2545116662	10	10:102607171	snv	intron_variant
SUFU	rs2545116454	10	10:102607078	snv	intron_variant
SUZ12	rs2536765991	17	17:31978914	snv	intron_variant
SUZ12	rs2524467155	17	17:31966979	delins	intron_variant,genic_upstream_transcript_variant
SYK	rs2537737000	9	9:90898520	snv	3_prime_UTR_variant,genic_downstream_transcript_variant
SYK	rs2537736965	9	9:90898505	snv	3_prime_UTR_variant,genic_downstream_transcript_variant
TAF1	rs2546554062	X	X:71508332	del	intron_variant,genic_downstream_transcript_variant
TAF1	rs2545168121	X	X:71450016	del	intron_variant,genic_upstream_transcript_variant,genic_downstream_transcript_variant
TAF15	rs2544174179	17	17:35847241	snv	3_prime_UTR_variant
TAF15	rs2544174177	17	17:35847240	snv	3_prime_UTR_variant
TAL1	rs2521739000	1	1:47232312	snv	upstream_transcript_variant,genic_upstream_transcript_variant,5_prime_UTR_variant
TAL1	rs2521738883	1	1:47232292	snv	upstream_transcript_variant,genic_upstream_transcript_variant,5_prime_UTR_variant
TBL1XR1	rs2474157723	3	3:177201764	snv	5_prime_UTR_variant,genic_upstream_transcript_variant
TBL1XR1	rs2474157644	3	3:177201651	snv	intron_variant,genic_upstream_transcript_variant
TBX3	rs2547097664	12	12:114683363	delins	5_prime_UTR_variant
TBX3	rs2499801626	12	12:114684170	snv	5_prime_UTR_variant
TBXT	rs2545847182	6	6:166158335	snv	missense_variant,coding_sequence_variant
TBXT	rs2482981240	6	6:166168604	snv	non_coding_transcript_variant,intron_variant,upstream_transcript_variant,5_prime_UTR_variant,genic_upstream_transcript_variant
TCF12	rs2551516064	15	15:57291220	snv	3_prime_UTR_variant,genic_downstream_transcript_variant
TCF12	rs2551516048	15	15:57291122	snv	3_prime_UTR_variant,genic_downstream_transcript_variant
TCF3	rs2536591693	19	19:1641687	del	intron_variant
TCF3	rs2521610178	19	19:1611926	delins	intron_variant
TCF7L2	rs2544813062	10	10:113167645	snv	3_prime_UTR_variant
TCF7L2	rs2544812970	10	10:113167617	del	3_prime_UTR_variant
TEK	rs2527766502	9	9:27205111	delins	intron_variant
TEK	rs2526390710	9	9:27192720	del	intron_variant
TENT5C	rs2525206839	1	1:117628374	snv	3_prime_UTR_variant
TENT5C	rs2525206802	1	1:117628341	delins	3_prime_UTR_variant
TERC	rs2474262680	3	3:169765039	snv	non_coding_transcript_variant
TERC	rs2474262673	3	3:169765034	ins	non_coding_transcript_variant
TERT	rs2530684723	5	5:1255511	snv	intron_variant
TERT	rs2478438990	5	5:1295049	snv	5_prime_UTR_variant,non_coding_transcript_variant
TET1	rs2533584329	10	10:68651903	del	coding_sequence_variant,intron_variant,frameshift_variant,non_coding_transcript_variant
TET1	rs2492807661	10	10:68694477	snv	genic_downstream_transcript_variant,3_prime_UTR_variant
TET2	rs2549655245	4	4:105234583	snv	missense_variant,intron_variant,non_coding_transcript_variant,coding_sequence_variant
TET2	rs2544848887	4	4:105276842	delins	3_prime_UTR_variant,genic_downstream_transcript_variant,intron_variant
TFE3	rs2552289106	X	X:49035988	delins	intron_variant,non_coding_transcript_variant
TFE3	rs2520174180	X	X:49043353	snv	non_coding_transcript_variant,5_prime_UTR_variant
TFEB	rs2545710682	6	6:41697428	del	intron_variant
TFEB	rs2532810323	6	6:41736216	delins	genic_upstream_transcript_variant,500B_downstream_variant,upstream_transcript_variant,downstream_transcript_variant,5_prime_UTR_variant
TFG	rs2528629459	3	3:100728899	del	intron_variant
TFG	rs2472167302	3	3:100748950	snv	500B_downstream_variant,downstream_transcript_variant,3_prime_UTR_variant
TGFBR2	rs2470612480	3	3:30694126	snv	3_prime_UTR_variant
TGFBR2	rs2470612473	3	3:30694125	snv	3_prime_UTR_variant
THADA	rs2467208536	2	2:43515016	delins	genic_downstream_transcript_variant,intron_variant
THADA	rs2467208242	2	2:43515002	delins	genic_downstream_transcript_variant,intron_variant
TMPRSS2	rs2540150289	21	21:41475195	delins	intron_variant
TMPRSS2	rs2534308961	21	21:41494768	delins	intron_variant
TNFAIP3	rs2482786412	6	6:137883192	snv	3_prime_UTR_variant
TNFAIP3	rs2482786213	6	6:137883127	snv	3_prime_UTR_variant
TNFRSF14	rs2522655803	1	1:2563820	snv	3_prime_UTR_variant,genic_downstream_transcript_variant
TNFRSF14	rs2522655773	1	1:2563814	snv	3_prime_UTR_variant,genic_downstream_transcript_variant
TOP1	rs2526455088	20	20:41090226	del	intron_variant
TOP1	rs2515478044	20	20:41124477	snv	intron_variant,3_prime_UTR_variant
TOP2A	rs2544430264	17	17:40417890	snv	genic_upstream_transcript_variant,5_prime_UTR_variant,upstream_transcript_variant
TOP2A	rs2544430238	17	17:40417886	snv	genic_upstream_transcript_variant,5_prime_UTR_variant,upstream_transcript_variant
TP53	rs2543740975	17	17:7687477	snv	intron_variant,genic_upstream_transcript_variant,5_prime_UTR_variant,upstream_transcript_variant
TP53	rs2543740724	17	17:7687454	snv	intron_variant,genic_upstream_transcript_variant,5_prime_UTR_variant,upstream_transcript_variant
TP63	rs2524841392	3	3:189894168	del	intron_variant,genic_downstream_transcript_variant
TP63	rs2474734920	3	3:189897266	delins	3_prime_UTR_variant,genic_downstream_transcript_variant
TPMT	rs2533986275	6	6:18155163	snv	5_prime_UTR_variant,2KB_upstream_variant,upstream_transcript_variant,genic_upstream_transcript_variant
TPMT	rs2533986230	6	6:18155160	delins	genic_upstream_transcript_variant,5_prime_UTR_variant,2KB_upstream_variant,upstream_transcript_variant
TRAF3	rs2545743863	14	14:102781775	delins	intron_variant,genic_upstream_transcript_variant
TRAF3	rs2542665772	14	14:102911250	snv	3_prime_UTR_variant,genic_downstream_transcript_variant
TRAF7	rs2545016566	16	16:2178128	delins	downstream_transcript_variant,genic_downstream_transcript_variant,3_prime_UTR_variant,500B_downstream_variant
TRAF7	rs2545016558	16	16:2178122	snv	genic_downstream_transcript_variant,3_prime_UTR_variant
TRRAP	rs2525189578	7	7:98890270	del	intron_variant
TRRAP	rs2485088937	7	7:99013226	snv	non_coding_transcript_variant,3_prime_UTR_variant
TSC1	rs2539403756	9	9:132945222	snv	5_prime_UTR_variant,upstream_transcript_variant,2KB_upstream_variant,genic_upstream_transcript_variant
TSC1	rs2539403397	9	9:132945194	snv	5_prime_UTR_variant,upstream_transcript_variant,2KB_upstream_variant,genic_upstream_transcript_variant
TSC2	rs2548576042	16	16:2064585	ins	intron_variant
TSC2	rs2548576025	16	16:2064585	snv	intron_variant
TSHR	rs2532675940	14	14:81104908	snv	non_coding_transcript_variant,intron_variant
TSHR	rs2511624930	14	14:81060159	del	intron_variant,genic_upstream_transcript_variant,genic_downstream_transcript_variant
TYK2	rs2512624124	19	19:10373272	snv	intron_variant,genic_upstream_transcript_variant
TYK2	rs2512624049	19	19:10373240	snv	intron_variant,genic_upstream_transcript_variant
U2AF1	rs2517525686	21	21:43107532	delins	2KB_upstream_variant,upstream_transcript_variant,5_prime_UTR_variant
U2AF1	rs2517525519	21	21:43107517	delins	2KB_upstream_variant,upstream_transcript_variant,5_prime_UTR_variant
U2AF2	rs2548283887	19	19:55665890	delins	intron_variant
U2AF2	rs2548150844	19	19:55658757	del	intron_variant,genic_upstream_transcript_variant
USP6	rs2536282437	17	17:5158664	del	intron_variant,genic_downstream_transcript_variant
USP6	rs2528771076	17	17:5172151	del	intron_variant,genic_downstream_transcript_variant
USP7	rs2549284115	16	16:8963903	snv	intron_variant,genic_upstream_transcript_variant,5_prime_UTR_variant
USP7	rs2549284056	16	16:8963783	snv	intron_variant,genic_upstream_transcript_variant,5_prime_UTR_variant
VAV1	rs2534165628	19	19:6849241	delins	intron_variant
VAV1	rs2528976665	19	19:6843676	snv	intron_variant
VEGFA	rs2533681846	6	6:43786486	snv	3_prime_UTR_variant,genic_downstream_transcript_variant,intron_variant
VEGFA	rs2533681515	6	6:43786443	snv	3_prime_UTR_variant,genic_downstream_transcript_variant,intron_variant
VGLL2	rs2482416101	6	6:117273607	snv	3_prime_UTR_variant,genic_downstream_transcript_variant,downstream_transcript_variant
VGLL2	rs2482416084	6	6:117273599	delins	3_prime_UTR_variant,genic_downstream_transcript_variant,downstream_transcript_variant
VHL	rs2470177518	3	3:10153660	snv	3_prime_UTR_variant
VHL	rs2470177359	3	3:10153607	snv	3_prime_UTR_variant
WHSC1	rs2529314554	4	4:1979023	snv	genic_downstream_transcript_variant,3_prime_UTR_variant
WHSC1	rs2474812581	4	4:1982183	snv	genic_downstream_transcript_variant,3_prime_UTR_variant
WRN	rs2547594429	8	8:31090809	del	intron_variant
WRN	rs2536093760	8	8:31176024	delins	genic_downstream_transcript_variant,upstream_transcript_variant,2KB_upstream_variant,3_prime_UTR_variant
WT1	rs2494890384	11	11:32404763	snv	genic_upstream_transcript_variant,intron_variant
WT1	rs2494889895	11	11:32404750	snv	genic_upstream_transcript_variant,intron_variant
XPC	rs2544592938	3	3:14164705	snv	intron_variant
XPC	rs2470321831	3	3:14178599	snv	2KB_upstream_variant,5_prime_UTR_variant,upstream_transcript_variant,non_coding_transcript_variant
XPO1	rs2466856097	2	2:61538580	snv	5_prime_UTR_variant,genic_upstream_transcript_variant,upstream_transcript_variant
XPO1	rs2466856015	2	2:61538569	snv	5_prime_UTR_variant,genic_upstream_transcript_variant,upstream_transcript_variant
XRCC2	rs2528445593	7	7:152671205	delins	intron_variant
XRCC2	rs2485915906	7	7:152676139	snv	5_prime_UTR_variant
YAP1	rs2496980998	11	11:102233401	snv	3_prime_UTR_variant
YAP1	rs2496980340	11	11:102233299	delins	3_prime_UTR_variant
YWHAE	rs2545333785	17	17:1354970	delins	intron_variant
YWHAE	rs2543617466	17	17:1400217	snv	non_coding_transcript_variant,5_prime_UTR_variant
ZBTB2	rs2485807002	6	6:151391557	snv	genic_upstream_transcript_variant,coding_sequence_variant,upstream_transcript_variant,missense_variant,5_prime_UTR_variant
ZBTB2	rs2485806859	6	6:151391530	delins	genic_upstream_transcript_variant,coding_sequence_variant,upstream_transcript_variant,inframe_insertion,5_prime_UTR_variant
ZCCHC7	rs2532305237	9	9:37332929	del	intron_variant
ZCCHC7	rs2527240940	9	9:37274358	del	intron_variant
ZFTA	rs2539112791	11	11:63768770	snv	5_prime_UTR_variant
ZFTA	rs2539112717	11	11:63768734	snv	5_prime_UTR_variant
ZMYM3	rs2519860291	X	X:71255286	snv	genic_upstream_transcript_variant,intron_variant,5_prime_UTR_variant,upstream_transcript_variant
ZMYM3	rs2519859970	X	X:71255155	snv	5_prime_UTR_variant,intron_variant,genic_upstream_transcript_variant,upstream_transcript_variant
ZNF217	rs2515786112	20	20:53597686	snv	5_prime_UTR_variant,genic_upstream_transcript_variant
ZNF217	rs2515785903	20	20:53597492	snv	intron_variant,5_prime_UTR_variant,genic_upstream_transcript_variant
ZNF384	rs2541952323	12	12:6689535	snv	genic_upstream_transcript_variant,5_prime_UTR_variant,upstream_transcript_variant
ZNF384	rs2541950991	12	12:6689515	delins	genic_upstream_transcript_variant,5_prime_UTR_variant,upstream_transcript_variant
ZNF703	rs2526428344	8	8:37697100	delins	upstream_transcript_variant,intron_variant,2KB_upstream_variant
ZNF703	rs2487218807	8	8:37699972	delins	3_prime_UTR_variant
ZNF750	rs2522356201	17	17:82830453	delins	intron_variant,genic_upstream_transcript_variant,coding_sequence_variant,frameshift_variant
ZNF750	rs2511232280	17	17:82839944	snv	intron_variant,genic_upstream_transcript_variant,5_prime_UTR_variant
ZRSR2	rs2525767599	X	X:15808210	snv	intron_variant
ZRSR2	rs2519869559	X	X:15823252	del	3_prime_UTR_variant
